Question,Started_time,Closed_time,Challenges_list,Tags_list,Description,Possible_Answers_dict
Which college basketball team will win the 2024 Women's NCAA Tournament?,"Apr 02, 2024 01:00PM UTC","Apr 07, 2024 07:01AM UTC","[""2023-24 'Sportsball' Challenge"", 'In the News 2024']","['Business', 'Sports']","On 5 April 2024, South Carolina is scheduled to play North Carolina State and Iowa is scheduled to play UConn, with the winners facing off for the championship on 7 April 2024 (NCAA).","{'South Carolina': {'Correct?': True, 'Final Crowd Forecast': '66%'}, 'Iowa': {'Correct?': False, 'Final Crowd Forecast': '31%'}, 'University of Connecticut (UConn)': {'Correct?': False, 'Final Crowd Forecast': '2%'}, 'North Carolina State': {'Correct?': False, 'Final Crowd Forecast': '1%'}}"
How far will the Iowa Hawkeyes advance in the 2024 NCAA Division I Women's Basketball Tournament?,"Feb 23, 2024 03:00PM UTC","Apr 07, 2024 07:01AM UTC","['In the News 2024', ""2023-24 'Sportsball' Challenge""]",['Sports'],"All-time NCAA women's basketball scorer Caitlin Clark and the Iowa Hawkeyes are expected to earn a high seed in the 2024 NCAA Division I Women's Basketball Tournament (CBS News, Yahoo, ESPN - Women's Bracketology). The teams playing and their seeds (i.e., their rankings within the group of 16) are scheduled to be announced on Selection Sunday on 17 March 2024, with the Championship scheduled for 7 April 2024 (ESPN).","{'The second round (32 teams) or before': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'The Sweet Sixteen': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'The Elite Eight': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'The Final Four': {'Correct?': False, 'Final Crowd Forecast': '4%'}, 'The Championship game': {'Correct?': True, 'Final Crowd Forecast': '65%'}, 'Iowa will win the 2024 Championship game': {'Correct?': False, 'Final Crowd Forecast': '31%'}}"
"Between the weeks ending 2 September 2023 and 30 March 2024, what will be the highest weekly number of COVID-19 new hospital admissions in the US?","Sep 01, 2023 05:00PM UTC","Mar 31, 2024 07:01AM UTC","['In the News 2024', 'Nonrival Forecasting Challenge']","['Society', 'Health', 'US Policy']","The question will be suspended on 30 March 2024 and the outcome determined using data as reported by the CDC once data for the week ending 30 March 2024 are first released (CDC). Once data for a specific week have been reported for four weeks, any subsequent revisions to the data would be immaterial for the purposes of resolution (e.g., any revisions to the data for the week ending 22 July 2023 made after the reporting for the week ending 19 August 2023 would be immaterial). If the named source changes the way it presents the data, we will make the appropriate modifications to the resolution instructions. As of the launch of this question, the CDC reported 6,480 COVID-19 new hospital admissions for the week ending 1 July 2023.","{'Fewer than 20,000': {'Correct?': False, 'Final Crowd Forecast': '1%'}, 'Between 20,000 and 40,000, inclusive': {'Correct?': True, 'Final Crowd Forecast': '97%'}, 'More than 40,000 but fewer than 60,000': {'Correct?': False, 'Final Crowd Forecast': '2%'}, 'Between 60,000 and 80,000, inclusive': {'Correct?': False, 'Final Crowd Forecast': '1%'}, 'More than 80,000 but fewer than 100,000': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Between 100,000 and 120,000, inclusive': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'More than 120,000 but fewer than 140,000': {'Correct?': False, 'Final Crowd Forecast': '0%'}, '140,000 or more': {'Correct?': False, 'Final Crowd Forecast': '0%'}}"
Will the No Labels organization select a 2024 US presidential candidate before 15 June 2024?,"Feb 02, 2024 06:00PM UTC","Apr 04, 2024 08:15PM UTC","['2024 US Election Challenge', 'In the News 2024']","['Leader Entry/Exit', 'US Politics', 'Elections and Referenda']","No Labels, an organization created to offer alternatives to the major party candidates, has stated that it will put forward a candidate for president this year (Axios, CNN, The Hill, Yahoo, No Labels). The question will close early if the No Labels organization publicly announces that it will not select a 2024 US presidential candidate.","{'Yes, and Joe Manchin will be selected': {'Correct?': False, 'Final Crowd Forecast': '3%'}, 'Yes, and Larry Hogan will be selected': {'Correct?': False, 'Final Crowd Forecast': '3%'}, 'Yes, and someone else will be selected': {'Correct?': False, 'Final Crowd Forecast': '24%'}, 'No': {'Correct?': True, 'Final Crowd Forecast': '70%'}}"
What will be the US civilian unemployment rate (U3) for March 2024?,"Dec 01, 2023 06:00PM UTC","Apr 01, 2024 07:01AM UTC","['In the News 2024', '""Right!"" said FRED: Q1 2024 Finance and Economics Challenge']","['Business', 'Finance', 'Economic Indicators', 'US Politics', 'US Policy']","While the US unemployment rate has ticked up from the half-century lows in April 2023, the labor market continued to show strength toward the end of the year (CNBC, ABC News). The question will be suspended on 31 March 2024 and the outcome determined using the Bureau of Labor Statistics' official civilian unemployment rate (U3) as reported by the Federal Reserve Economic Data (FRED) database when first released, expected in April 2024 (FRED).","{'Lower than 3.6%': {'Correct?': False, 'Final Crowd Forecast': '1%'}, '3.6% or higher, but lower than 4.0%': {'Correct?': True, 'Final Crowd Forecast': '70%'}, '4.0% or higher, but lower than 4.4%': {'Correct?': False, 'Final Crowd Forecast': '28%'}, '4.4% or higher, but lower than 4.8%': {'Correct?': False, 'Final Crowd Forecast': '1%'}, '4.8% or higher, but lower than 5.2%': {'Correct?': False, 'Final Crowd Forecast': '0%'}, '5.2% or higher, but lower than 5.6%': {'Correct?': False, 'Final Crowd Forecast': '0%'}, '5.6% or higher, but lower than 6.0%': {'Correct?': False, 'Final Crowd Forecast': '0%'}, '6.0% or higher': {'Correct?': False, 'Final Crowd Forecast': '0%'}}"
What will be the spot price per barrel for West Texas Intermediate (WTI) crude oil on 28 March 2024?,"Dec 01, 2023 06:00PM UTC","Mar 28, 2024 07:01AM UTC","['In the News 2024', '""Right!"" said FRED: Q1 2024 Finance and Economics Challenge']","['Business', 'Society', 'Economic Indicators']","Oil prices have slipped from highs in the autumn of 2023, but potential OPEC actions and other factors present upside risks (Yahoo). The question will be suspended on 27 March 2024 and the outcome determined using the spot price per barrel per the US Energy Information Administration (EIA) as reported by the Federal Reserve Economic Data (FRED) database, expected in April 2024 (FRED). On 20 November 2023, the spot price for WTI was $78.10.","{'Less than $55.00': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Between $55.00 and $65.00, inclusive': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'More than $65.00 but less than $75.00': {'Correct?': False, 'Final Crowd Forecast': '1%'}, 'Between $75.00 and $85.00, inclusive': {'Correct?': True, 'Final Crowd Forecast': '90%'}, 'More than $85.00 but less than $95.00': {'Correct?': False, 'Final Crowd Forecast': '8%'}, 'Between $95.00 and $105.00, inclusive': {'Correct?': False, 'Final Crowd Forecast': '1%'}, 'More than $105.00 but less than $115.00': {'Correct?': False, 'Final Crowd Forecast': '0%'}, '$115.00 or more': {'Correct?': False, 'Final Crowd Forecast': '0%'}}"
How many job openings in the US will the Bureau of Labor Statistics (BLS) report for February 2024?,"Dec 01, 2023 06:00PM UTC","Mar 01, 2024 08:01AM UTC","['In the News 2024', '""Right!"" said FRED: Q1 2024 Finance and Economics Challenge']","['Business', 'Society', 'Economic Indicators']","Amid higher interest rates, job openings in the US have fallen in 2023 but are still at historically elevated levels (Investopedia). The question will be suspended on 29 February 2024 and the outcome determined using BLS data as first reported by the Federal Reserve Economic Data (FRED) database for February 2024, expected in April 2024 (FRED, BLS - JOLTS Release Schedule). As of the launch of this question, the total number of job openings reported for February 2023 was 9,974 (in thousands), or 9.974 million.","{'Fewer than 6.8 million': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Between 6.8 million and 7.4 million, inclusive': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'More than 7.4 million but fewer than 8.0 million': {'Correct?': False, 'Final Crowd Forecast': '6%'}, 'Between 8.0 million and 8.6 million, inclusive': {'Correct?': False, 'Final Crowd Forecast': '34%'}, 'More than 8.6 million but fewer than 9.2 million': {'Correct?': True, 'Final Crowd Forecast': '44%'}, 'Between 9.2 million and 9.8 million, inclusive': {'Correct?': False, 'Final Crowd Forecast': '14%'}, 'More than 9.8 million': {'Correct?': False, 'Final Crowd Forecast': '2%'}}"
How many job openings in the US will the Bureau of Labor Statistics (BLS) report for February 2024?,"Jul 07, 2023 05:00PM UTC","Mar 01, 2024 08:01AM UTC",['In the News 2024'],"['Business', 'Society', 'Economic Indicators']","Amidst higher interest rates, the US labor market has continued to show resilience (US News & World Report, Yahoo Finance, CNBC). The question will be suspended on 29 February 2024 and the outcome determined using BLS data as first reported by the Federal Reserve Economic Data database (FRED) for February 2024, expected in April 2024 (FRED, BLS - JOLTS Release Schedule). As of 6 July 2023, the number of job openings reported for February 2023 for ""Total"" was 9,974 (in thousands).","{'Fewer than 5.5 million': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Between 5.5 million and 6.5 million, inclusive': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'More than 6.5 million but fewer than 7.5 million': {'Correct?': False, 'Final Crowd Forecast': '3%'}, 'Between 7.5 million and 8.5 million, inclusive': {'Correct?': False, 'Final Crowd Forecast': '22%'}, 'More than 8.5 million but fewer than 9.5 million': {'Correct?': True, 'Final Crowd Forecast': '74%'}, 'Between 9.5 million and 10.5 million, inclusive': {'Correct?': False, 'Final Crowd Forecast': '1%'}, 'More than 10.5 million': {'Correct?': False, 'Final Crowd Forecast': '0%'}}"
Which basketball team will win the Regional 3/Portland in the 2024 Women's NCAA Tournament?,"Mar 18, 2024 09:00PM UTC","Apr 01, 2024 07:01AM UTC","['In the News 2024', ""2023-24 'Sportsball' Challenge""]","['Business', 'Sports']","Sixty-eight college basketball teams will compete in the 2024 Women's NCAA Tournament, all vying to win the championship scheduled for 7 April 2024 (ESPN - Women's Bracket, NCAA - Women's Tournament Schedule). The teams in the answer bins are listed in order of their seed (i.e., rank) within the regional bracket. The ""Elite 8"" round game, which will determine the winner of the regional, is scheduled to be played on 1 April 2024.","{'University of Southern California (USC)': {'Correct?': False, 'Final Crowd Forecast': '63%'}, 'Ohio State': {'Correct?': False, 'Final Crowd Forecast': '1%'}, 'University of Connecticut (UConn)': {'Correct?': True, 'Final Crowd Forecast': '29%'}, 'Virginia Tech': {'Correct?': False, 'Final Crowd Forecast': '1%'}, 'Baylor': {'Correct?': False, 'Final Crowd Forecast': '2%'}, 'Syracuse': {'Correct?': False, 'Final Crowd Forecast': '1%'}, 'Duke': {'Correct?': False, 'Final Crowd Forecast': '1%'}, 'Kansas': {'Correct?': False, 'Final Crowd Forecast': '2%'}, 'Another team': {'Correct?': False, 'Final Crowd Forecast': '1%'}}"
Which basketball team will win the Regional 2/Albany in the 2024 Women's NCAA Tournament?,"Mar 18, 2024 09:00PM UTC","Apr 01, 2024 07:01AM UTC","['In the News 2024', ""2023-24 'Sportsball' Challenge""]","['Business', 'Sports']","Sixty-eight college basketball teams will compete in the 2024 Women's NCAA Tournament, all vying to win the championship scheduled for 7 April 2024 (ESPN - Women's Bracket, NCAA - Women's Tournament Schedule). The teams in the answer bins are listed in order of their seed (i.e., rank) within the regional bracket. The ""Elite 8"" round game, which will determine the winner of the regional, is scheduled to be played on 1 April 2024.","{'Iowa': {'Correct?': True, 'Final Crowd Forecast': '72%'}, 'University of California, Los Angeles (UCLA)': {'Correct?': False, 'Final Crowd Forecast': '5%'}, 'Louisiana State University (LSU)': {'Correct?': False, 'Final Crowd Forecast': '18%'}, 'Kansas State': {'Correct?': False, 'Final Crowd Forecast': '2%'}, 'Colorado': {'Correct?': False, 'Final Crowd Forecast': '1%'}, 'Louisville': {'Correct?': False, 'Final Crowd Forecast': '1%'}, 'Creighton': {'Correct?': False, 'Final Crowd Forecast': '1%'}, 'West Virginia': {'Correct?': False, 'Final Crowd Forecast': '1%'}, 'Another team': {'Correct?': False, 'Final Crowd Forecast': '1%'}}"
What will be the spot exchange rate value of the US dollar to one euro on 28 March 2024?,"Dec 01, 2023 06:00PM UTC","Mar 28, 2024 07:01AM UTC","['In the News 2024', '""Right!"" said FRED: Q1 2024 Finance and Economics Challenge']","['Business', 'Finance']","The Federal Reserve releases daily bilateral exchange rate data on a weekly basis (Federal Reserve). The question will be suspended on 27 March 2024 and the outcome determined using Federal Reserve data as reported by the Federal Reserve Economic Data (FRED) database, expected in early April 2024 (FRED). On 22 November 2023, the spot exchange rate value was 1.0871.","{'Lower than 1.000': {'Correct?': False, 'Final Crowd Forecast': '3%'}, 'Between 1.000 and 1.040, inclusive': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Higher than 1.040 but lower than 1.080': {'Correct?': False, 'Final Crowd Forecast': '14%'}, 'Between 1.080 and 1.120, inclusive': {'Correct?': True, 'Final Crowd Forecast': '82%'}, 'Higher than 1.120 but lower than 1.160': {'Correct?': False, 'Final Crowd Forecast': '1%'}, 'Between 1.160 and 1.200, inclusive': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Higher than 1.200': {'Correct?': False, 'Final Crowd Forecast': '0%'}}"
"Will the city council building in Melitopol, Ukraine, be under Ukrainian control on 1 April 2024, according to the Institute for the Study of War?","Oct 06, 2023 05:00PM UTC","Apr 01, 2024 07:01AM UTC","['In the News 2024', 'Russia-Ukraine Conflict']","['Society', 'Security and Conflict']","While the Ukrainian counteroffensive that began in the summer of 2023 has produced limited territorial gains, Melitopol is still seen as a target (US News & World Report, Radio Free Europe/Radio Liberty, Euronews). The question will be suspended on 31 March 2024 and the outcome determined using data as provided by the Institute for the Study of War's (ISW's) interactive map of Russia's invasion of Ukraine (ISW). The address is Mykhaila Hrushevskoho St, 5, Melitopol' (Mykhaila Hrushevskoho St, 5, Melitopol', Zaporizhia Oblast, Ukraine, 72300), to which you can zoom on the interactive map by clicking the search button on the upper left of the screen and entering the address. Whether the building is damaged or destroyed would be immaterial.","{'Yes': {'Correct?': False, 'Final Crowd Forecast': '3%'}, 'No': {'Correct?': True, 'Final Crowd Forecast': '97%'}}"
What will be the price of bitcoin on 31 March 2024?,"Dec 02, 2023 04:00PM UTC","Mar 31, 2024 07:01AM UTC","['In the News 2024', '""Right!"" said FRED: Q1 2024 Finance and Economics Challenge']","['Business', 'Finance', 'Technology']","Bitcoin hit an 18-month high in November 2023 in US dollar terms amid continued pushes for a spot bitcoin ETF in the US (CNBC). The question will be suspended on 30 March 2024 and the outcome determined using Coinbase price data as reported by the Federal Reserve Economic Data (FRED) database (FRED). On 26 November 2023, the price of a bitcoin was $37,470.52.","{'Less than $24,000': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Between $24,000 and $28,000, inclusive': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'More than $28,000 but less than $31,000': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Between $31,000 and $34,000, inclusive': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'More than $34,000 but less than $37,000': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Between $37,000 and $40,000, inclusive': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'More than $40,000 but less than $43,000': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Between $43,000 and $46,000, inclusive': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'More than $46,000 but less than $49,000': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Between $49,000 and $52,000, inclusive': {'Correct?': False, 'Final Crowd Forecast': '2%'}, 'More than $52,000 but less than $55,000': {'Correct?': False, 'Final Crowd Forecast': '1%'}, 'Between $55,000 and $59,000, inclusive': {'Correct?': False, 'Final Crowd Forecast': '4%'}, 'More than $59,000': {'Correct?': True, 'Final Crowd Forecast': '90%'}}"
"When will the leaders of China, Japan, and South Korea next hold a trilateral meeting in person?","Oct 06, 2023 05:00PM UTC","Apr 01, 2024 07:01AM UTC",['In the News 2024'],"['Foreign Policy', 'Security and Conflict', 'Non-US Politics']","Efforts are reportedly underway to restart once-regular trilateral meetings between the leaders of China, Japan, and South Korea, with South Korea reportedly proposing a meeting in December 2023 (US News & World Report, Voice of America, Deutsche Welle). The location of the meeting is immaterial, so long as all three leaders are in the same room. A meeting held in concert with another event (e.g., G20 summit, state visit) would count so long as a meeting is held with the three leaders among themselves and their own respective entourages. For the purposes of this question, the leaders of Japan and South Korea are the prime minister and president, respectively, and a meeting without either leader would not count. As of the launch of this question, Li Qiang was the incumbent Premier of China, and Xi Jinping was the incumbent President of China. A meeting without either China's premier or president would not count, and a meeting with both China's premier and president would close ""and the President of China will represent China.""","{'Before 1 January 2024, and the Premier of China will represent China': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Before 1 January 2024, and the President of China will represent China': {'Correct?': False, 'Final Crowd Forecast': '1%'}, 'Between 1 January 2024 and 31 March 2024, and the Premier of China will represent China': {'Correct?': False, 'Final Crowd Forecast': '1%'}, 'Between 1 January 2024 and 31 March 2024, and the President of China will represent China': {'Correct?': False, 'Final Crowd Forecast': '1%'}, 'No meeting will take place before 1 April 2024': {'Correct?': True, 'Final Crowd Forecast': '97%'}}"
"When will the Council of the European Union (Council) declare a ""Union alert"" triggering a mandatory, EU-wide reduction in natural gas consumption?","Aug 25, 2023 05:00PM UTC","Apr 01, 2024 07:01AM UTC","['In the News 2024', 'Russia-Ukraine Conflict']","['Business', 'Society', 'Foreign Policy', 'Security and Conflict', 'Non-US Politics']","Amid the loss of nearly all natural gas exports from Russia and the coming of an El Niño winter, the Council of the European Union extended a regulation setting a voluntary natural gas consumption cut of 15% that could become mandatory upon the declaration of a ""Union alert"" (Council of the European Union - Press Release, Council of the European Union - REGULATION, Yahoo). The question would close upon the date of the official decision being made by the Council, irrespective of the date of publication in the Official Journal.","{'Before 1 January 2024': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Between 1 January 2024 and 31 March 2024': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Not before 1 April 2024': {'Correct?': True, 'Final Crowd Forecast': '100%'}}"
Which basketball team will win the Regional 4/Portland in the 2024 Women's NCAA Tournament?,"Mar 18, 2024 09:00PM UTC","Mar 31, 2024 07:01AM UTC","['In the News 2024', ""2023-24 'Sportsball' Challenge""]","['Business', 'Sports']","Sixty-eight college basketball teams will compete in the 2024 Women's NCAA Tournament, all vying to win the championship scheduled for 7 April 2024 (ESPN - Women's Bracket, NCAA - Women's Tournament Schedule). The teams in the answer bins are listed in order of their seed (i.e., rank) within the regional bracket. The ""Elite 8"" round game, which will determine the winner of the regional, is scheduled to be played on 31 March 2024.","{'Texas': {'Correct?': False, 'Final Crowd Forecast': '51%'}, 'Stanford': {'Correct?': False, 'Final Crowd Forecast': '23%'}, 'North Carolina State': {'Correct?': True, 'Final Crowd Forecast': '21%'}, 'Gonzaga': {'Correct?': False, 'Final Crowd Forecast': '1%'}, 'Utah': {'Correct?': False, 'Final Crowd Forecast': '1%'}, 'Tennessee': {'Correct?': False, 'Final Crowd Forecast': '1%'}, 'Iowa State': {'Correct?': False, 'Final Crowd Forecast': '1%'}, 'Alabama': {'Correct?': False, 'Final Crowd Forecast': '2%'}, 'Another team': {'Correct?': False, 'Final Crowd Forecast': '1%'}}"
Which basketball team will win the Regional 1/Albany in the 2024 Women's NCAA Tournament?,"Mar 18, 2024 09:00PM UTC","Mar 31, 2024 07:01AM UTC","['In the News 2024', ""2023-24 'Sportsball' Challenge""]","['Business', 'Sports']","Sixty-eight college basketball teams will compete in the 2024 Women's NCAA Tournament, all vying to win the championship scheduled for 7 April 2024 (ESPN - Women's Bracket, NCAA - Women's Tournament Schedule). The teams in the answer bins are listed in order of their seed (i.e., rank) within the regional bracket. The ""Elite 8"" round game, which will determine the winner of the regional, is scheduled to be played on 31 March 2024.","{'South Carolina': {'Correct?': True, 'Final Crowd Forecast': '94%'}, 'Notre Dame': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Oregon State': {'Correct?': False, 'Final Crowd Forecast': '6%'}, 'Indiana': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Oklahoma': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Nebraska': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'University of Mississippi (Ole Miss)': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'North Carolina': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Another team': {'Correct?': False, 'Final Crowd Forecast': '0%'}}"
Which basketball team will win the Midwest Regional in the 2024 Men's NCAA Tournament?,"Mar 18, 2024 09:00PM UTC","Mar 31, 2024 07:01AM UTC","['In the News 2024', ""2023-24 'Sportsball' Challenge""]","['Business', 'Sports']","Sixty-eight college basketball teams will compete in the 2024 Men's NCAA Tournament, all vying to win the championship scheduled for 8 April 2024 (ESPN - Men's Bracket, NCAA - Tournament Explained). The teams in the answer bins are listed in order of their seed (i.e., rank) within the regional bracket. The ""Elite 8"" round game, which will determine the winner of the regional, is scheduled to be played on 31 March 2024.","{'Purdue': {'Correct?': True, 'Final Crowd Forecast': '74%'}, 'Tennessee': {'Correct?': False, 'Final Crowd Forecast': '23%'}, 'Creighton': {'Correct?': False, 'Final Crowd Forecast': '2%'}, 'Kansas': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Gonzaga': {'Correct?': False, 'Final Crowd Forecast': '1%'}, 'South Carolina': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Texas': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Utah State': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Another team': {'Correct?': False, 'Final Crowd Forecast': '0%'}}"
Which basketball team will win the South Regional in the 2024 Men's NCAA Tournament?,"Mar 18, 2024 09:00PM UTC","Mar 31, 2024 07:01AM UTC","['In the News 2024', ""2023-24 'Sportsball' Challenge""]","['Business', 'Sports']","Sixty-eight college basketball teams will compete in the 2024 Men's NCAA Tournament, all vying to win the championship scheduled for 8 April 2024 (ESPN - Men's Bracket, NCAA - Tournament Explained). The teams in the answer bins are listed in order of their seed (i.e., rank) within the regional bracket. The ""Elite 8"" round game, which will determine the winner of the regional, is scheduled to be played on 31 March 2024.","{'Houston': {'Correct?': False, 'Final Crowd Forecast': '8%'}, 'Marquette': {'Correct?': False, 'Final Crowd Forecast': '4%'}, 'Kentucky': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Duke': {'Correct?': False, 'Final Crowd Forecast': '72%'}, 'Wisconsin': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Texas Tech': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Florida': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Nebraska': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Another team': {'Correct?': True, 'Final Crowd Forecast': '16%'}}"
Which basketball team will win the West Regional in the 2024 Men's NCAA Tournament?,"Mar 18, 2024 09:00PM UTC","Mar 30, 2024 07:01AM UTC","['In the News 2024', ""2023-24 'Sportsball' Challenge""]","['Business', 'Sports']","Sixty-eight college basketball teams will compete in the 2024 Men's NCAA Tournament, all vying to win the championship scheduled for 8 April 2024 (ESPN - Men's Bracket, NCAA - Tournament Explained). The teams in the answer bins are listed in order of their seed (i.e., rank) within the regional bracket. The ""Elite 8"" round game, which will determine the winner of the regional, is scheduled to be played on 30 March 2024.","{'North Carolina': {'Correct?': False, 'Final Crowd Forecast': '3%'}, 'Arizona': {'Correct?': False, 'Final Crowd Forecast': '3%'}, 'Baylor': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Alabama': {'Correct?': True, 'Final Crowd Forecast': '62%'}, ""Saint Mary's"": {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Clemson': {'Correct?': False, 'Final Crowd Forecast': '32%'}, 'Dayton': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Mississippi State': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Another team': {'Correct?': False, 'Final Crowd Forecast': '0%'}}"
Which basketball team will win the East Regional in the 2024 Men's NCAA Tournament?,"Mar 18, 2024 09:00PM UTC","Mar 30, 2024 07:01AM UTC","['In the News 2024', ""2023-24 'Sportsball' Challenge""]","['Business', 'Sports']","Sixty-eight college basketball teams will compete in the 2024 Men's NCAA Tournament, all vying to win the championship scheduled for 8 April 2024 (ESPN - Men's Bracket, NCAA - Tournament Explained). The teams in the answer bins are listed in order of their seed (i.e., rank) within the regional bracket. The ""Elite 8"" round game, which will determine the winner of the regional, is scheduled to be played on 30 March 2024.","{'University of Connecticut (UConn)': {'Correct?': True, 'Final Crowd Forecast': '75%'}, 'Iowa State': {'Correct?': False, 'Final Crowd Forecast': '3%'}, 'Illinois': {'Correct?': False, 'Final Crowd Forecast': '21%'}, 'Auburn': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'San Diego State': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Brigham Young University (BYU)': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Washington State': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Florida Atlantic (FAU)': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Another team': {'Correct?': False, 'Final Crowd Forecast': '0%'}}"
Will the International Court of Justice (ICJ) indicate provisional measures for Israel to suspend its military operations in the Gaza Strip before 30 March 2024?,"Jan 12, 2024 06:00PM UTC","Mar 30, 2024 07:01AM UTC","['In the News 2024', 'Middle East in Focus']","['Society', 'Foreign Policy', 'Security and Conflict', 'Non-US Politics']","On 11-12 January 2024, the ICJ heard arguments in South Africa's case against Israel for committing genocide in the Gaza Strip and requesting that Israel ""immediately suspend its military operations in and against Gaza"" (AP, BBC, ICJ - Application of the Convention on the Prevention and Punishment of the Crime of Genocide in the Gaza Strip (South Africa v. Israel)). A provisional ruling is expected in the weeks following the hearing (Al Jazeera). An example of the ICJ indicating (i.e., ruling/ordering) on provisional measures took place in March 2022, when it indicated that Russia ""suspend the military operations that it commenced on 24 February 2022 in the territory of Ukraine"" (ICJ - Ukraine v. Russian Federation, see §81 & §86). Provisional measures that stop short of an outright suspension of military operations in all of the Gaza Strip will not count.","{'Yes': {'Correct?': False, 'Final Crowd Forecast': '2%'}, 'No': {'Correct?': True, 'Final Crowd Forecast': '98%'}}"
Will the State of California again permit Cruise LLC to operate autonomous vehicles without backup/safety drivers on public roads before 30 March 2024?,"Oct 27, 2023 05:00PM UTC","Mar 30, 2024 07:01AM UTC",['In the News 2024'],"['Business', 'Technology', 'US Policy']","On 24 October 2024, the California Department of Motor Vehicles announced that it ""notified Cruise that the department is suspending Cruise’s autonomous vehicle deployment and driverless testing permits, effective immediately. The DMV has provided Cruise with the steps needed to apply to reinstate its suspended permits, which the DMV will not approve until the company has fulfilled the requirements to the department’s satisfaction. This decision does not impact the company’s permit for testing with a safety driver"" (California DMV, US News & World Report). Permitting a successor-in-interest of Cruise LLC would count, and the number of permitted vehicles is immaterial. The question will close as of the date new permits take effect.","{'Yes': {'Correct?': False, 'Final Crowd Forecast': '1%'}, 'No': {'Correct?': True, 'Final Crowd Forecast': '99%'}}"
When will Mediterranean Shipping Company (MSC) announce that its ships will again transit the Suez Canal?,"Dec 22, 2023 06:00PM UTC","Mar 29, 2024 07:01AM UTC","['In the News 2024', 'Middle East in Focus']","['Business', 'Security and Conflict']","MSC, the world's largest shipping company, announced on 16 December 2023 that its ships ""will not transit the Suez Canal Eastbound and Westbound"" until ""the Red Sea passage is safe"" after one of its ships was attacked by Iranian-backed Houthi forces in Yemen (MSC, BBC, CNBC). The date an MSC ship actually transits the Suez Canal is immaterial, and any local traffic including the Red Sea coasts of Egypt, Israel, and Sudan and/or the west coast of Saudi Arabia would not count.","{'Before 5 January 2024': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Between 5 January 2024 and 25 January 2024': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Between 26 January 2024 and 22 February 2024': {'Correct?': False, 'Final Crowd Forecast': '0%'}, 'Between 23 February 2024 and 28 March 2024': {'Correct?': False, 'Final Crowd Forecast': '1%'}, 'Not before 29 March 2024': {'Correct?': True, 'Final Crowd Forecast': '99%'}}"
